Dam (m²/s);Densidade (mol/m³);Pressão de vapor (Pa);Tempo de evaporação (s)
8.88889e-05;1200.00;3.16;10569697.96
9.44444e-05;1200.00;3.16;9947951.02
1.00000e-04;1200.00;3.16;9395287.08
5.00000e-05;1000.00;3.24;15314662.09
5.55556e-05;1000.00;3.24;13783195.88
6.11111e-05;1000.00;3.24;12530178.07
6.66667e-05;1000.00;3.24;11485996.57
7.22222e-05;1000.00;3.24;10602458.37
7.77778e-05;1000.00;3.24;9845139.91
8.33333e-05;1000.00;3.24;9188797.25
8.88889e-05;1000.00;3.24;8614497.42
9.44444e-05;1000.00;3.24;8107762.28
1.00000e-04;1000.00;3.24;7657331.04
5.00000e-05;1022.22;3.24;15654987.91
5.55556e-05;1022.22;3.24;14089489.12
6.11111e-05;1022.22;3.24;12808626.47
6.66667e-05;1022.22;3.24;11741240.93
7.22222e-05;1022.22;3.24;10838068.55
7.77778e-05;1022.22;3.24;10063920.80
8.33333e-05;1022.22;3.24;9392992.75
8.88889e-05;1022.22;3.24;8805930.70
9.44444e-05;1022.22;3.24;8287934.78
1.00000e-04;1022.22;3.24;7827493.96
5.00000e-05;1044.44;3.24;15995313.74
5.55556e-05;1044.44;3.24;14395782.36
6.11111e-05;1044.44;3.24;13087074.88
6.66667e-05;1044.44;3.24;11996485.30
7.22222e-05;1044.44;3.24;11073678.74
7.77778e-05;1044.44;3.24;10282701.69
8.33333e-05;1044.44;3.24;9597188.24
8.88889e-05;1044.44;3.24;8997363.98
9.44444e-05;1044.44;3.24;8468107.27
1.00000e-04;1044.44;3.24;7997656.87
5.00000e-05;1066.67;3.24;16335639.56
5.55556e-05;1066.67;3.24;14702075.60
6.11111e-05;1066.67;3.24;13365523.28
6.66667e-05;1066.67;3.24;12251729.67
7.22222e-05;1066.67;3.24;11309288.93
7.77778e-05;1066.67;3.24;10501482.57
8.33333e-05;1066.67;3.24;9801383.74
8.88889e-05;1066.67;3.24;9188797.25
9.44444e-05;1066.67;3.24;8648279.77
1.00000e-04;1066.67;3.24;8167819.78
5.00000e-05;1088.89;3.24;16675965.38
5.55556e-05;1088.89;3.24;15008368.85
6.11111e-05;1088.89;3.24;13643971.68
6.66667e-05;1088.89;3.24;12506974.04
7.22222e-05;1088.89;3.24;11544899.11
7.77778e-05;1088.89;3.24;10720263.46
8.33333e-05;1088.89;3.24;10005579.23
8.88889e-05;1088.89;3.24;9380230.53
9.44444e-05;1088.89;3.24;8828452.26
1.00000e-04;1088.89;3.24;8337982.69
5.00000e-05;1111.11;3.24;17016291.21
5.55556e-05;1111.11;3.24;15314662.09
6.11111e-05;1111.11;3.24;13922420.08
6.66667e-05;1111.11;3.24;12762218.41
7.22222e-05;1111.11;3.24;11780509.30
7.77778e-05;1111.11;3.24;10939044.35
8.33333e-05;1111.11;3.24;10209774.73
8.88889e-05;1111.11;3.24;9571663.80
9.44444e-05;1111.11;3.24;9008624.76
1.00000e-04;1111.11;3.24;8508145.60
5.00000e-05;1133.33;3.24;17356617.03
5.55556e-05;1133.33;3.24;15620955.33
6.11111e-05;1133.33;3.24;14200868.48
6.66667e-05;1133.33;3.24;13017462.77
7.22222e-05;1133.33;3.24;12016119.48
7.77778e-05;1133.33;3.24;11157825.24
8.33333e-05;1133.33;3.24;10413970.22
8.88889e-05;1133.33;3.24;9763097.08
9.44444e-05;1133.33;3.24;9188797.25
1.00000e-04;1133.33;3.24;8678308.52
5.00000e-05;1155.56;3.24;17696942.86
5.55556e-05;1155.56;3.24;15927248.57
6.11111e-05;1155.56;3.24;14479316.88
6.66667e-05;1155.56;3.24;13272707.14
7.22222e-05;1155.56;3.24;12251729.67
7.77778e-05;1155.56;3.24;11376606.12
8.33333e-05;1155.56;3.24;10618165.71
8.88889e-05;1155.56;3.24;9954530.36
9.44444e-05;1155.56;3.24;9368969.75
1.00000e-04;1155.56;3.24;8848471.43
5.00000e-05;1177.78;3.24;18037268.68
5.55556e-05;1177.78;3.24;16233541.81
6.11111e-05;1177.78;3.24;14757765.28
6.66667e-05;1177.78;3.24;13527951.51
7.22222e-05;1177.78;3.24;12487339.86
7.77778e-05;1177.78;3.24;11595387.01
8.33333e-05;1177.78;3.24;10822361.21
8.88889e-05;1177.78;3.24;10145963.63
9.44444e-05;1177.78;3.24;9549142.24
1.00000e-04;1177.78;3.24;9018634.34
5.00000e-05;1200.00;3.24;18377594.51
5.55556e-05;1200.00;3.24;16539835.05
6.11111e-05;1200.00;3.24;15036213.69
6.66667e-05;1200.00;3.24;13783195.88
7.22222e-05;1200.00;3.24;12722950.04
7.77778e-05;1200.00;3.24;11814167.90
8.33333e-05;1200.00;3.24;11026556.70
8.88889e-05;1200.00;3.24;10337396.91
9.44444e-05;1200.00;3.24;9729314.74
1.00000e-04;1200.00;3.24;9188797.25
5.00000e-05;1000.00;3.31;14985314.52
5.55556e-05;1000.00;3.31;13486783.06
6.11111e-05;1000.00;3.31;12260711.88
6.66667e-05;1000.00;3.31;11238985.89
7.22222e-05;1000.00;3.31;10374448.51
7.77778e-05;1000.00;3.31;9633416.47
8.33333e-05;1000.00;3.31;8991188.71
8.88889e-05;1000.00;3.31;8429239.42
9.44444e-05;1000.00;3.31;7933401.80
1.00000e-04;1000.00;3.31;7492657.26
5.00000e-05;1022.22;3.31;15318321.51
5.55556e-05;1022.22;3.31;13786489.35
6.11111e-05;1022.22;3.31;12533172.14
6.66667e-05;1022.22;3.31;11488741.13
7.22222e-05;1022.22;3.31;10604991.81
7.77778e-05;1022.22;3.31;9847492.40
8.33333e-05;1022.22;3.31;9190992.90
8.88889e-05;1022.22;3.31;8616555.85
9.44444e-05;1022.22;3.31;8109699.62
1.00000e-04;1022.22;3.31;7659160.75
5.00000e-05;1044.44;3.31;15651328.49
5.55556e-05;1044.44;3.31;14086195.65
6.11111e-05;1044.44;3.31;12805632.40
6.66667e-05;1044.44;3.31;11738496.37
7.22222e-05;1044.44;3.31;10835535.11
7.77778e-05;1044.44;3.31;10061568.32
8.33333e-05;1044.44;3.31;9390797.10
8.88889e-05;1044.44;3.31;8803872.28
9.44444e-05;1044.44;3.31;8285997.44
1.00000e-04;1044.44;3.31;7825664.25
5.00000e-05;1066.67;3.31;15984335.48
5.55556e-05;1066.67;3.31;14385901.94
6.11111e-05;1066.67;3.31;13078092.67
6.66667e-05;1066.67;3.31;11988251.61
7.22222e-05;1066.67;3.31;11066078.41
7.77778e-05;1066.67;3.31;10275644.24
8.33333e-05;1066.67;3.31;9590601.29
8.88889e-05;1066.67;3.31;8991188.71
9.44444e-05;1066.67;3.31;8462295.26
1.00000e-04;1066.67;3.31;7992167.74
5.00000e-05;1088.89;3.31;16317342.47
5.55556e-05;1088.89;3.31;14685608.23
6.11111e-05;1088.89;3.31;13350552.93
6.66667e-05;1088.89;3.31;12238006.85
7.22222e-05;1088.89;3.31;11296621.71
7.77778e-05;1088.89;3.31;10489720.16
8.33333e-05;1088.89;3.31;9790405.48
8.88889e-05;1088.89;3.31;9178505.14
9.44444e-05;1088.89;3.31;8638593.07
1.00000e-04;1088.89;3.31;8158671.24
5.00000e-05;1111.11;3.31;16650349.46
5.55556e-05;1111.11;3.31;14985314.52
6.11111e-05;1111.11;3.31;13623013.20
6.66667e-05;1111.11;3.31;12487762.10
7.22222e-05;1111.11;3.31;11527165.01
7.77778e-05;1111.11;3.31;10703796.08
8.33333e-05;1111.11;3.31;9990209.68
8.88889e-05;1111.11;3.31;9365821.57
9.44444e-05;1111.11;3.31;8814890.89
1.00000e-04;1111.11;3.31;8325174.73
5.00000e-05;1133.33;3.31;16983356.45
5.55556e-05;1133.33;3.31;15285020.81
6.11111e-05;1133.33;3.31;13895473.46
6.66667e-05;1133.33;3.31;12737517.34
7.22222e-05;1133.33;3.31;11757708.31
7.77778e-05;1133.33;3.31;10917872.00
8.33333e-05;1133.33;3.31;10190013.87
8.88889e-05;1133.33;3.31;9553138.00
9.44444e-05;1133.33;3.31;8991188.71
1.00000e-04;1133.33;3.31;8491678.23
5.00000e-05;1155.56;3.31;17316363.44
5.55556e-05;1155.56;3.31;15584727.10
6.11111e-05;1155.56;3.31;14167933.72
6.66667e-05;1155.56;3.31;12987272.58
7.22222e-05;1155.56;3.31;11988251.61
7.77778e-05;1155.56;3.31;11131947.93
8.33333e-05;1155.56;3.31;10389818.06
8.88889e-05;1155.56;3.31;9740454.44
9.44444e-05;1155.56;3.31;9167486.53
1.00000e-04;1155.56;3.31;8658181.72
5.00000e-05;1177.78;3.31;17649370.43
5.55556e-05;1177.78;3.31;15884433.39
6.11111e-05;1177.78;3.31;14440393.99
6.66667e-05;1177.78;3.31;13237027.82
7.22222e-05;1177.78;3.31;12218794.91
7.77778e-05;1177.78;3.31;11346023.85
8.33333e-05;1177.78;3.31;10589622.26
8.88889e-05;1177.78;3.31;9927770.87
9.44444e-05;1177.78;3.31;9343784.35
1.00000e-04;1177.78;3.31;8824685.22
5.00000e-05;1200.00;3.31;17982377.42
5.55556e-05;1200.00;3.31;16184139.68
6.11111e-05;1200.00;3.31;14712854.25
6.66667e-05;1200.00;3.31;13486783.06
7.22222e-05;1200.00;3.31;12449338.21
7.77778e-05;1200.00;3.31;11560099.77
8.33333e-05;1200.00;3.31;10789426.45
8.88889e-05;1200.00;3.31;10115087.30
9.44444e-05;1200.00;3.31;9520082.16
1.00000e-04;1200.00;3.31;8991188.71
5.00000e-05;1000.00;3.38;14669834.21
5.55556e-05;1000.00;3.38;13202850.79
6.11111e-05;1000.00;3.38;12002591.63
6.66667e-05;1000.00;3.38;11002375.66
7.22222e-05;1000.00;3.38;10156039.07
7.77778e-05;1000.00;3.38;9430607.71
8.33333e-05;1000.00;3.38;8801900.53
8.88889e-05;1000.00;3.38;8251781.74
9.44444e-05;1000.00;3.38;7766382.82
1.00000e-04;1000.00;3.38;7334917.11
5.00000e-05;1022.22;3.38;14995830.53
5.55556e-05;1022.22;3.38;13496247.47
6.11111e-05;1022.22;3.38;12269315.89
6.66667e-05;1022.22;3.38;11246872.89
7.22222e-05;1022.22;3.38;10381728.83
7.77778e-05;1022.22;3.38;9640176.77
8.33333e-05;1022.22;3.38;8997498.32
8.88889e-05;1022.22;3.38;8435154.67
9.44444e-05;1022.22;3.38;7938969.10
1.00000e-04;1022.22;3.38;7497915.26
5.00000e-05;1044.44;3.38;15321826.84
5.55556e-05;1044.44;3.38;13789644.16
6.11111e-05;1044.44;3.38;12536040.14
6.66667e-05;1044.44;3.38;11491370.13
7.22222e-05;1044.44;3.38;10607418.58
7.77778e-05;1044.44;3.38;9849745.83
8.33333e-05;1044.44;3.38;9193096.11
8.88889e-05;1044.44;3.38;8618527.60
9.44444e-05;1044.44;3.38;8111555.39
1.00000e-04;1044.44;3.38;7660913.42
5.00000e-05;1066.67;3.38;15647823.16
5.55556e-05;1066.67;3.38;14083040.84
6.11111e-05;1066.67;3.38;12802764.40
6.66667e-05;1066.67;3.38;11735867.37
7.22222e-05;1066.67;3.38;10833108.34
7.77778e-05;1066.67;3.38;10059314.89
8.33333e-05;1066.67;3.38;9388693.89
8.88889e-05;1066.67;3.38;8801900.53
9.44444e-05;1066.67;3.38;8284141.67
1.00000e-04;1066.67;3.38;7823911.58
5.00000e-05;1088.89;3.38;15973819.47
5.55556e-05;1088.89;3.38;14376437.53
6.11111e-05;1088.89;3.38;13069488.66
6.66667e-05;1088.89;3.38;11980364.61
7.22222e-05;1088.89;3.38;11058798.10
7.77778e-05;1088.89;3.38;10268883.95
8.33333e-05;1088.89;3.38;9584291.68
8.88889e-05;1088.89;3.38;8985273.45
9.44444e-05;1088.89;3.38;8456727.96
1.00000e-04;1088.89;3.38;7986909.74
5.00000e-05;1111.11;3.38;16299815.79
5.55556e-05;1111.11;3.38;14669834.21
6.11111e-05;1111.11;3.38;13336212.92
6.66667e-05;1111.11;3.38;12224861.84
7.22222e-05;1111.11;3.38;11284487.85
7.77778e-05;1111.11;3.38;10478453.01
8.33333e-05;1111.11;3.38;9779889.47
8.88889e-05;1111.11;3.38;9168646.38
9.44444e-05;1111.11;3.38;8629314.24
1.00000e-04;1111.11;3.38;8149907.89
5.00000e-05;1133.33;3.38;16625812.11
5.55556e-05;1133.33;3.38;14963230.89
6.11111e-05;1133.33;3.38;13602937.18
6.66667e-05;1133.33;3.38;12469359.08
7.22222e-05;1133.33;3.38;11510177.61
7.77778e-05;1133.33;3.38;10688022.07
8.33333e-05;1133.33;3.38;9975487.26
8.88889e-05;1133.33;3.38;9352019.31
9.44444e-05;1133.33;3.38;8801900.53
1.00000e-04;1133.33;3.38;8312906.05
5.00000e-05;1155.56;3.38;16951808.42
5.55556e-05;1155.56;3.38;15256627.58
6.11111e-05;1155.56;3.38;13869661.44
6.66667e-05;1155.56;3.38;12713856.32
7.22222e-05;1155.56;3.38;11735867.37
7.77778e-05;1155.56;3.38;10897591.13
8.33333e-05;1155.56;3.38;10171085.05
8.88889e-05;1155.56;3.38;9535392.24
9.44444e-05;1155.56;3.38;8974486.81
1.00000e-04;1155.56;3.38;8475904.21
5.00000e-05;1177.78;3.38;17277804.74
5.55556e-05;1177.78;3.38;15550024.26
6.11111e-05;1177.78;3.38;14136385.69
6.66667e-05;1177.78;3.38;12958353.55
7.22222e-05;1177.78;3.38;11961557.13
7.77778e-05;1177.78;3.38;11107160.19
8.33333e-05;1177.78;3.38;10366682.84
8.88889e-05;1177.78;3.38;9718765.16
9.44444e-05;1177.78;3.38;9147073.10
1.00000e-04;1177.78;3.38;8638902.37
5.00000e-05;1200.00;3.38;17603801.05
5.55556e-05;1200.00;3.38;15843420.95
6.11111e-05;1200.00;3.38;14403109.95
6.66667e-05;1200.00;3.38;13202850.79
7.22222e-05;1200.00;3.38;12187246.88
7.77778e-05;1200.00;3.38;11316729.25
8.33333e-05;1200.00;3.38;10562280.63
8.88889e-05;1200.00;3.38;9902138.09
9.44444e-05;1200.00;3.38;9319659.38
1.00000e-04;1200.00;3.38;8801900.53
5.00000e-05;1000.00;3.45;14367363.40
5.55556e-05;1000.00;3.45;12930627.06
6.11111e-05;1000.00;3.45;11755115.51
6.66667e-05;1000.00;3.45;10775522.55
7.22222e-05;1000.00;3.45;9946636.20
7.77778e-05;1000.00;3.45;9236162.19
8.33333e-05;1000.00;3.45;8620418.04
8.88889e-05;1000.00;3.45;8081641.91
9.44444e-05;1000.00;3.45;7606251.21
1.00000e-04;1000.00;3.45;7183681.70
5.00000e-05;1022.22;3.45;14686638.14
5.55556e-05;1022.22;3.45;13217974.33
6.11111e-05;1022.22;3.45;12016340.30
6.66667e-05;1022.22;3.45;11014978.61
7.22222e-05;1022.22;3.45;10167672.56
7.77778e-05;1022.22;3.45;9441410.24
8.33333e-05;1022.22;3.45;8811982.89
8.88889e-05;1022.22;3.45;8261233.96
9.44444e-05;1022.22;3.45;7775279.02
1.00000e-04;1022.22;3.45;7343319.07
5.00000e-05;1044.44;3.45;15005912.89
5.55556e-05;1044.44;3.45;13505321.60
6.11111e-05;1044.44;3.45;12277565.09
6.66667e-05;1044.44;3.45;11254434.66
7.22222e-05;1044.44;3.45;10388708.92
7.77778e-05;1044.44;3.45;9646658.28
8.33333e-05;1044.44;3.45;9003547.73
8.88889e-05;1044.44;3.45;8440826.00
9.44444e-05;1044.44;3.45;7944306.82
1.00000e-04;1044.44;3.45;7502956.44
5.00000e-05;1066.67;3.45;15325187.63
5.55556e-05;1066.67;3.45;13792668.87
6.11111e-05;1066.67;3.45;12538789.88
6.66667e-05;1066.67;3.45;11493890.72
7.22222e-05;1066.67;3.45;10609745.28
7.77778e-05;1066.67;3.45;9851906.33
8.33333e-05;1066.67;3.45;9195112.58
8.88889e-05;1066.67;3.45;8620418.04
9.44444e-05;1066.67;3.45;8113334.63
1.00000e-04;1066.67;3.45;7662593.81
5.00000e-05;1088.89;3.45;15644462.37
5.55556e-05;1088.89;3.45;14080016.13
6.11111e-05;1088.89;3.45;12800014.67
6.66667e-05;1088.89;3.45;11733346.78
7.22222e-05;1088.89;3.45;10830781.64
7.77778e-05;1088.89;3.45;10057154.38
8.33333e-05;1088.89;3.45;9386677.42
8.88889e-05;1088.89;3.45;8800010.08
9.44444e-05;1088.89;3.45;8282362.43
1.00000e-04;1088.89;3.45;7822231.19
5.00000e-05;1111.11;3.45;15963737.11
5.55556e-05;1111.11;3.45;14367363.40
6.11111e-05;1111.11;3.45;13061239.46
6.66667e-05;1111.11;3.45;11972802.84
7.22222e-05;1111.11;3.45;11051818.00
7.77778e-05;1111.11;3.45;10262402.43
8.33333e-05;1111.11;3.45;9578242.27
8.88889e-05;1111.11;3.45;8979602.13
9.44444e-05;1111.11;3.45;8451390.24
1.00000e-04;1111.11;3.45;7981868.56
5.00000e-05;1133.33;3.45;16283011.86
5.55556e-05;1133.33;3.45;14654710.67
6.11111e-05;1133.33;3.45;13322464.25
6.66667e-05;1133.33;3.45;12212258.89
7.22222e-05;1133.33;3.45;11272854.36
7.77778e-05;1133.33;3.45;10467650.48
8.33333e-05;1133.33;3.45;9769807.11
8.88889e-05;1133.33;3.45;9159194.17
9.44444e-05;1133.33;3.45;8620418.04
1.00000e-04;1133.33;3.45;8141505.93
5.00000e-05;1155.56;3.45;16602286.60
5.55556e-05;1155.56;3.45;14942057.94
6.11111e-05;1155.56;3.45;13583689.03
6.66667e-05;1155.56;3.45;12451714.95
7.22222e-05;1155.56;3.45;11493890.72
7.77778e-05;1155.56;3.45;10672898.53
8.33333e-05;1155.56;3.45;9961371.96
8.88889e-05;1155.56;3.45;9338786.21
9.44444e-05;1155.56;3.45;8789445.85
1.00000e-04;1155.56;3.45;8301143.30
5.00000e-05;1177.78;3.45;16921561.34
5.55556e-05;1177.78;3.45;15229405.21
6.11111e-05;1177.78;3.45;13844913.82
6.66667e-05;1177.78;3.45;12691171.01
7.22222e-05;1177.78;3.45;11714927.08
7.77778e-05;1177.78;3.45;10878146.58
8.33333e-05;1177.78;3.45;10152936.80
8.88889e-05;1177.78;3.45;9518378.25
9.44444e-05;1177.78;3.45;8958473.65
1.00000e-04;1177.78;3.45;8460780.67
5.00000e-05;1200.00;3.45;17240836.08
5.55556e-05;1200.00;3.45;15516752.47
6.11111e-05;1200.00;3.45;14106138.61
6.66667e-05;1200.00;3.45;12930627.06
7.22222e-05;1200.00;3.45;11935963.44
7.77778e-05;1200.00;3.45;11083394.62
8.33333e-05;1200.00;3.45;10344501.65
8.88889e-05;1200.00;3.45;9697970.30
9.44444e-05;1200.00;3.45;9127501.46
1.00000e-04;1200.00;3.45;8620418.04
5.00000e-05;1000.00;3.52;14077113.64
5.55556e-05;1000.00;3.52;12669402.27
6.11111e-05;1000.00;3.52;11517638.43
6.66667e-05;1000.00;3.52;10557835.23
7.22222e-05;1000.00;3.52;9745694.06
7.77778e-05;1000.00;3.52;9049573.05
8.33333e-05;1000.00;3.52;8446268.18
8.88889e-05;1000.00;3.52;7918376.42
9.44444e-05;1000.00;3.52;7452589.57
1.00000e-04;1000.00;3.52;7038556.82
5.00000e-05;1022.22;3.52;14389938.38
5.55556e-05;1022.22;3.52;12950944.55
6.11111e-05;1022.22;3.52;11773585.95
6.66667e-05;1022.22;3.52;10792453.79
7.22222e-05;1022.22;3.52;9962265.03
7.77778e-05;1022.22;3.52;9250674.68
8.33333e-05;1022.22;3.52;8633963.03
8.88889e-05;1022.22;3.52;8094340.34
9.44444e-05;1022.22;3.52;7618202.67
1.00000e-04;1022.22;3.52;7194969.19
5.00000e-05;1044.44;3.52;14702763.13
5.55556e-05;1044.44;3.52;13232486.82
6.11111e-05;1044.44;3.52;12029533.47
6.66667e-05;1044.44;3.52;11027072.35
7.22222e-05;1044.44;3.52;10178836.01
7.77778e-05;1044.44;3.52;9451776.30
8.33333e-05;1044.44;3.52;8821657.88
8.88889e-05;1044.44;3.52;8270304.26
9.44444e-05;1044.44;3.52;7783815.78
1.00000e-04;1044.44;3.52;7351381.57
5.00000e-05;1066.67;3.52;15015587.88
5.55556e-05;1066.67;3.52;13514029.09
6.11111e-05;1066.67;3.52;12285480.99
6.66667e-05;1066.67;3.52;11261690.91
7.22222e-05;1066.67;3.52;10395406.99
7.77778e-05;1066.67;3.52;9652877.92
8.33333e-05;1066.67;3.52;9009352.73
8.88889e-05;1066.67;3.52;8446268.18
9.44444e-05;1066.67;3.52;7949428.88
1.00000e-04;1066.67;3.52;7507793.94
5.00000e-05;1088.89;3.52;15328412.63
5.55556e-05;1088.89;3.52;13795571.36
6.11111e-05;1088.89;3.52;12541428.51
6.66667e-05;1088.89;3.52;11496309.47
7.22222e-05;1088.89;3.52;10611977.97
7.77778e-05;1088.89;3.52;9853979.55
8.33333e-05;1088.89;3.52;9197047.58
8.88889e-05;1088.89;3.52;8622232.10
9.44444e-05;1088.89;3.52;8115041.98
1.00000e-04;1088.89;3.52;7664206.31
5.00000e-05;1111.11;3.52;15641237.37
5.55556e-05;1111.11;3.52;14077113.64
6.11111e-05;1111.11;3.52;12797376.03
6.66667e-05;1111.11;3.52;11730928.03
7.22222e-05;1111.11;3.52;10828548.95
7.77778e-05;1111.11;3.52;10055081.17
8.33333e-05;1111.11;3.52;9384742.42
8.88889e-05;1111.11;3.52;8798196.02
9.44444e-05;1111.11;3.52;8280655.08
1.00000e-04;1111.11;3.52;7820618.69
5.00000e-05;1133.33;3.52;15954062.12
5.55556e-05;1133.33;3.52;14358655.91
6.11111e-05;1133.33;3.52;13053323.55
6.66667e-05;1133.33;3.52;11965546.59
7.22222e-05;1133.33;3.52;11045119.93
7.77778e-05;1133.33;3.52;10256182.79
8.33333e-05;1133.33;3.52;9572437.27
8.88889e-05;1133.33;3.52;8974159.94
9.44444e-05;1133.33;3.52;8446268.18
1.00000e-04;1133.33;3.52;7977031.06
5.00000e-05;1155.56;3.52;16266886.87
5.55556e-05;1155.56;3.52;14640198.18
6.11111e-05;1155.56;3.52;13309271.07
6.66667e-05;1155.56;3.52;12200165.15
7.22222e-05;1155.56;3.52;11261690.91
7.77778e-05;1155.56;3.52;10457284.42
8.33333e-05;1155.56;3.52;9760132.12
8.88889e-05;1155.56;3.52;9150123.86
9.44444e-05;1155.56;3.52;8611881.28
1.00000e-04;1155.56;3.52;8133443.43
5.00000e-05;1177.78;3.52;16579711.62
5.55556e-05;1177.78;3.52;14921740.45
6.11111e-05;1177.78;3.52;13565218.60
6.66667e-05;1177.78;3.52;12434783.71
7.22222e-05;1177.78;3.52;11478261.89
7.77778e-05;1177.78;3.52;10658386.04
8.33333e-05;1177.78;3.52;9947826.97
8.88889e-05;1177.78;3.52;9326087.78
9.44444e-05;1177.78;3.52;8777494.39
1.00000e-04;1177.78;3.52;8289855.81
5.00000e-05;1200.00;3.52;16892536.36
5.55556e-05;1200.00;3.52;15203282.73
6.11111e-05;1200.00;3.52;13821166.12
6.66667e-05;1200.00;3.52;12669402.27
7.22222e-05;1200.00;3.52;11694832.87
7.77778e-05;1200.00;3.52;10859487.66
8.33333e-05;1200.00;3.52;10135521.82
8.88889e-05;1200.00;3.52;9502051.70
9.44444e-05;1200.00;3.52;8943107.49
1.00000e-04;1200.00;3.52;8446268.18
