Distância da Fonte [R];Dam [m²/2];Pressao parcial [Pa];Distribuição do Tempo de Difusão;Pressão Total [P]
0.046;7.5e-05;2.944;21148.8;14
0.055;7.5e-05;2.944;30234;14
0.064;7.5e-05;2.944;40938.3;14
0.073;7.5e-05;2.944;53261.8;14
0.082;7.5e-05;2.944;67204.4;14
0.091;7.5e-05;2.944;82766.2;14
0.1;7.5e-05;2.944;99947.1;14
0.01;8e-05;2.944;937.004;14
0.019;8e-05;2.944;3382.59;14
0.028;8e-05;2.944;7346.11;14
0.037;8e-05;2.944;12827.6;14
0.046;8e-05;2.944;19827;14
0.055;8e-05;2.944;28344.4;14
0.064;8e-05;2.944;38379.7;14
0.073;8e-05;2.944;49933;14
0.082;8e-05;2.944;63004.2;14
0.091;8e-05;2.944;77593.3;14
0.1;8e-05;2.944;93700.4;14
0.01;8.5e-05;2.944;881.886;14
0.019;8.5e-05;2.944;3183.61;14
0.028;8.5e-05;2.944;6913.99;14
0.037;8.5e-05;2.944;12073;14
0.046;8.5e-05;2.944;18660.7;14
0.055;8.5e-05;2.944;26677.1;14
0.064;8.5e-05;2.944;36122.1;14
0.073;8.5e-05;2.944;46995.7;14
0.082;8.5e-05;2.944;59298;14
0.091;8.5e-05;2.944;73029;14
0.1;8.5e-05;2.944;88188.6;14
0.01;9e-05;2.944;832.893;14
0.019;9e-05;2.944;3006.74;14
0.028;9e-05;2.944;6529.88;14
0.037;9e-05;2.944;11402.3;14
0.046;9e-05;2.944;17624;14
0.055;9e-05;2.944;25195;14
0.064;9e-05;2.944;34115.3;14
0.073;9e-05;2.944;44384.9;14
0.082;9e-05;2.944;56003.7;14
0.091;9e-05;2.944;68971.8;14
0.1;9e-05;2.944;83289.3;14
0.01;9.5e-05;2.944;789.056;14
0.019;9.5e-05;2.944;2848.49;14
0.028;9.5e-05;2.944;6186.2;14
0.037;9.5e-05;2.944;10802.2;14
0.046;9.5e-05;2.944;16696.4;14
0.055;9.5e-05;2.944;23869;14
0.064;9.5e-05;2.944;32319.7;14
0.073;9.5e-05;2.944;42048.8;14
0.082;9.5e-05;2.944;53056.1;14
0.091;9.5e-05;2.944;65341.7;14
0.1;9.5e-05;2.944;78905.6;14
0.01;0.0001;2.944;749.603;14
0.019;0.0001;2.944;2706.07;14
0.028;0.0001;2.944;5876.89;14
0.037;0.0001;2.944;10262.1;14
0.046;0.0001;2.944;15861.6;14
0.055;0.0001;2.944;22675.5;14
0.064;0.0001;2.944;30703.8;14
0.073;0.0001;2.944;39946.4;14
0.082;0.0001;2.944;50403.3;14
0.091;0.0001;2.944;62074.7;14
0.1;0.0001;2.944;74960.3;14
0.01;5e-05;3.008;1463.22;14
0.019;5e-05;3.008;5282.24;14
0.028;5e-05;3.008;11471.7;14
0.037;5e-05;3.008;20031.5;14
0.046;5e-05;3.008;30961.8;14
0.055;5e-05;3.008;44262.6;14
0.064;5e-05;3.008;59933.7;14
0.073;5e-05;3.008;77975.3;14
0.082;5e-05;3.008;98387.2;14
0.091;5e-05;3.008;121170;14
0.1;5e-05;3.008;146322;14
0.01;5.5e-05;3.008;1330.2;14
0.019;5.5e-05;3.008;4802.04;14
0.028;5.5e-05;3.008;10428.8;14
0.037;5.5e-05;3.008;18210.5;14
0.046;5.5e-05;3.008;28147.1;14
0.055;5.5e-05;3.008;40238.7;14
0.064;5.5e-05;3.008;54485.2;14
0.073;5.5e-05;3.008;70886.6;14
0.082;5.5e-05;3.008;89442.9;14
0.091;5.5e-05;3.008;110154;14
0.1;5.5e-05;3.008;133020;14
0.01;6e-05;3.008;1219.35;14
0.019;6e-05;3.008;4401.87;14
0.028;6e-05;3.008;9559.74;14
0.037;6e-05;3.008;16693;14
0.046;6e-05;3.008;25801.5;14
0.055;6e-05;3.008;36885.5;14
0.064;6e-05;3.008;49944.7;14
0.073;6e-05;3.008;64979.4;14
0.082;6e-05;3.008;81989.4;14
0.091;6e-05;3.008;100975;14
0.1;6e-05;3.008;121935;14
0.01;6.5e-05;3.008;1125.56;14
0.019;6.5e-05;3.008;4063.26;14
0.028;6.5e-05;3.008;8824.37;14
0.037;6.5e-05;3.008;15408.9;14
0.046;6.5e-05;3.008;23816.8;14
0.055;6.5e-05;3.008;34048.1;14
0.064;6.5e-05;3.008;46102.8;14
0.073;6.5e-05;3.008;59981;14
0.082;6.5e-05;3.008;75682.5;14
0.091;6.5e-05;3.008;93207.4;14
0.1;6.5e-05;3.008;112556;14
0.01;7e-05;3.008;1045.16;14
0.019;7e-05;3.008;3773.03;14
0.028;7e-05;3.008;8194.06;14
0.037;7e-05;3.008;14308.2;14
0.046;7e-05;3.008;22115.6;14
0.055;7e-05;3.008;31616.1;14
0.064;7e-05;3.008;42809.8;14
0.073;7e-05;3.008;55696.6;14
0.082;7e-05;3.008;70276.6;14
0.091;7e-05;3.008;86549.7;14
0.1;7e-05;3.008;104516;14
0.01;7.5e-05;3.008;975.483;14
0.019;7.5e-05;3.008;3521.49;14
0.028;7.5e-05;3.008;7647.79;14
0.037;7.5e-05;3.008;13354.4;14
0.046;7.5e-05;3.008;20641.2;14
0.055;7.5e-05;3.008;29508.4;14
0.064;7.5e-05;3.008;39955.8;14
0.073;7.5e-05;3.008;51983.5;14
0.082;7.5e-05;3.008;65591.5;14
0.091;7.5e-05;3.008;80779.8;14
0.1;7.5e-05;3.008;97548.3;14
0.01;8e-05;3.008;914.516;14
0.019;8e-05;3.008;3301.4;14
0.028;8e-05;3.008;7169.8;14
0.037;8e-05;3.008;12519.7;14
0.046;8e-05;3.008;19351.1;14
0.055;8e-05;3.008;27664.1;14
0.064;8e-05;3.008;37458.6;14
0.073;8e-05;3.008;48734.5;14
0.082;8e-05;3.008;61492;14
0.091;8e-05;3.008;75731;14
0.1;8e-05;3.008;91451.6;14
0.01;8.5e-05;3.008;860.72;14
0.019;8.5e-05;3.008;3107.2;14
0.028;8.5e-05;3.008;6748.05;14
0.037;8.5e-05;3.008;11783.3;14
0.046;8.5e-05;3.008;18212.8;14
0.055;8.5e-05;3.008;26036.8;14
0.064;8.5e-05;3.008;35255.1;14
0.073;8.5e-05;3.008;45867.8;14
0.082;8.5e-05;3.008;57874.8;14
0.091;8.5e-05;3.008;71276.3;14
0.1;8.5e-05;3.008;86072;14
0.01;9e-05;3.008;812.903;14
0.019;9e-05;3.008;2934.58;14
0.028;9e-05;3.008;6373.16;14
0.037;9e-05;3.008;11128.6;14
0.046;9e-05;3.008;17201;14
0.055;9e-05;3.008;24590.3;14
0.064;9e-05;3.008;33296.5;14
0.073;9e-05;3.008;43319.6;14
0.082;9e-05;3.008;54659.6;14
0.091;9e-05;3.008;67316.5;14
0.1;9e-05;3.008;81290.3;14
0.01;9.5e-05;3.008;770.118;14
0.019;9.5e-05;3.008;2780.13;14
0.028;9.5e-05;3.008;6037.73;14
0.037;9.5e-05;3.008;10542.9;14
0.046;9.5e-05;3.008;16295.7;14
0.055;9.5e-05;3.008;23296.1;14
0.064;9.5e-05;3.008;31544;14
0.073;9.5e-05;3.008;41039.6;14
0.082;9.5e-05;3.008;51782.8;14
0.091;9.5e-05;3.008;63773.5;14
0.1;9.5e-05;3.008;77011.8;14
0.01;0.0001;3.008;731.612;14
0.019;0.0001;3.008;2641.12;14
0.028;0.0001;3.008;5735.84;14
0.037;0.0001;3.008;10015.8;14
0.046;0.0001;3.008;15480.9;14
0.055;0.0001;3.008;22131.3;14
0.064;0.0001;3.008;29966.8;14
0.073;0.0001;3.008;38987.6;14
0.082;0.0001;3.008;49193.6;14
0.091;0.0001;3.008;60584.8;14
0.1;0.0001;3.008;73161.2;14
0.01;5e-05;3.072;1428.73;14
0.019;5e-05;3.072;5157.73;14
0.028;5e-05;3.072;11201.3;14
0.037;5e-05;3.072;19559.4;14
0.046;5e-05;3.072;30232;14
0.055;5e-05;3.072;43219.2;14
0.064;5e-05;3.072;58520.9;14
0.073;5e-05;3.072;76137.2;14
0.082;5e-05;3.072;96068.1;14
0.091;5e-05;3.072;118313;14
0.1;5e-05;3.072;142873;14
0.01;5.5e-05;3.072;1298.85;14
0.019;5.5e-05;3.072;4688.84;14
0.028;5.5e-05;3.072;10183;14
0.037;5.5e-05;3.072;17781.2;14
0.046;5.5e-05;3.072;27483.6;14
0.055;5.5e-05;3.072;39290.2;14
0.064;5.5e-05;3.072;53200.9;14
0.073;5.5e-05;3.072;69215.7;14
0.082;5.5e-05;3.072;87334.6;14
0.091;5.5e-05;3.072;107558;14
0.1;5.5e-05;3.072;129885;14
0.01;6e-05;3.072;1190.61;14
0.019;6e-05;3.072;4298.11;14
0.028;6e-05;3.072;9334.39;14
0.037;6e-05;3.072;16299.5;14
0.046;6e-05;3.072;25193.3;14
0.055;6e-05;3.072;36016;14
0.064;6e-05;3.072;48767.5;14
0.073;6e-05;3.072;63447.7;14
0.082;6e-05;3.072;80056.7;14
0.091;6e-05;3.072;98594.5;14
0.1;6e-05;3.072;119061;14
0.01;6.5e-05;3.072;1099.03;14
0.019;6.5e-05;3.072;3967.48;14
0.028;6.5e-05;3.072;8616.36;14
0.037;6.5e-05;3.072;15045.7;14
0.046;6.5e-05;3.072;23255.4;14
0.055;6.5e-05;3.072;33245.5;14
0.064;6.5e-05;3.072;45016.1;14
0.073;6.5e-05;3.072;58567.1;14
0.082;6.5e-05;3.072;73898.5;14
0.091;6.5e-05;3.072;91010.3;14
0.1;6.5e-05;3.072;109903;14
0.01;7e-05;3.072;1020.52;14
0.019;7e-05;3.072;3684.09;14
0.028;7e-05;3.072;8000.91;14
0.037;7e-05;3.072;13971;14
0.046;7e-05;3.072;21594.3;14
0.055;7e-05;3.072;30870.9;14
0.064;7e-05;3.072;41800.7;14
0.073;7e-05;3.072;54383.7;14
0.082;7e-05;3.072;68620;14
0.091;7e-05;3.072;84509.6;14
0.1;7e-05;3.072;102052;14
0.01;7.5e-05;3.072;952.489;14
0.019;7.5e-05;3.072;3438.49;14
0.028;7.5e-05;3.072;7467.52;14
0.037;7.5e-05;3.072;13039.6;14
0.046;7.5e-05;3.072;20154.7;14
0.055;7.5e-05;3.072;28812.8;14
0.064;7.5e-05;3.072;39014;14
0.073;7.5e-05;3.072;50758.2;14
0.082;7.5e-05;3.072;64045.4;14
0.091;7.5e-05;3.072;78875.6;14
0.1;7.5e-05;3.072;95248.9;14
0.01;8e-05;3.072;892.959;14
0.019;8e-05;3.072;3223.58;14
0.028;8e-05;3.072;7000.8;14
0.037;8e-05;3.072;12224.6;14
0.046;8e-05;3.072;18895;14
0.055;8e-05;3.072;27012;14
0.064;8e-05;3.072;36575.6;14
0.073;8e-05;3.072;47585.8;14
0.082;8e-05;3.072;60042.5;14
0.091;8e-05;3.072;73945.9;14
0.1;8e-05;3.072;89295.9;14
0.01;8.5e-05;3.072;840.432;14
0.019;8.5e-05;3.072;3033.96;14
0.028;8.5e-05;3.072;6588.98;14
0.037;8.5e-05;3.072;11505.5;14
0.046;8.5e-05;3.072;17783.5;14
0.055;8.5e-05;3.072;25423.1;14
0.064;8.5e-05;3.072;34424.1;14
0.073;8.5e-05;3.072;44786.6;14
0.082;8.5e-05;3.072;56510.6;14
0.091;8.5e-05;3.072;69596.1;14
0.1;8.5e-05;3.072;84043.2;14
0.01;9e-05;3.072;793.741;14
0.019;9e-05;3.072;2865.41;14
0.028;9e-05;3.072;6222.93;14
0.037;9e-05;3.072;10866.3;14
0.046;9e-05;3.072;16795.6;14
0.055;9e-05;3.072;24010.7;14
0.064;9e-05;3.072;32511.6;14
0.073;9e-05;3.072;42298.5;14
0.082;9e-05;3.072;53371.1;14
0.091;9e-05;3.072;65729.7;14
0.1;9e-05;3.072;79374.1;14
0.01;9.5e-05;3.072;751.965;14
0.019;9.5e-05;3.072;2714.59;14
0.028;9.5e-05;3.072;5895.41;14
0.037;9.5e-05;3.072;10294.4;14
0.046;9.5e-05;3.072;15911.6;14
0.055;9.5e-05;3.072;22746.9;14
0.064;9.5e-05;3.072;30800.5;14
0.073;9.5e-05;3.072;40072.2;14
0.082;9.5e-05;3.072;50562.1;14
0.091;9.5e-05;3.072;62270.2;14
0.1;9.5e-05;3.072;75196.5;14
0.01;0.0001;3.072;714.367;14
0.019;0.0001;3.072;2578.86;14
0.028;0.0001;3.072;5600.64;14
0.037;0.0001;3.072;9779.68;14
0.046;0.0001;3.072;15116;14
0.055;0.0001;3.072;21609.6;14
0.064;0.0001;3.072;29260.5;14
0.073;0.0001;3.072;38068.6;14
0.082;0.0001;3.072;48034;14
0.091;0.0001;3.072;59156.7;14
0.1;0.0001;3.072;71436.7;14
0.01;5e-05;3.136;1395.64;14
0.019;5e-05;3.136;5038.27;14
0.028;5e-05;3.136;10941.8;14
0.037;5e-05;3.136;19106.3;14
0.046;5e-05;3.136;29531.8;14
0.055;5e-05;3.136;42218.2;14
0.064;5e-05;3.136;57165.5;14
0.073;5e-05;3.136;74373.8;14
0.082;5e-05;3.136;93843;14
0.091;5e-05;3.136;115573;14
0.1;5e-05;3.136;139564;14
0.01;5.5e-05;3.136;1268.77;14
0.019;5.5e-05;3.136;4580.25;14
0.028;5.5e-05;3.136;9947.13;14
0.037;5.5e-05;3.136;17369.4;14
0.046;5.5e-05;3.136;26847.1;14
0.055;5.5e-05;3.136;38380.2;14
0.064;5.5e-05;3.136;51968.7;14
0.073;5.5e-05;3.136;67612.5;14
0.082;5.5e-05;3.136;85311.8;14
0.091;5.5e-05;3.136;105067;14
0.1;5.5e-05;3.136;126877;14
0.01;6e-05;3.136;1163.04;14
0.019;6e-05;3.136;4198.56;14
0.028;6e-05;3.136;9118.2;14
0.037;6e-05;3.136;15922;14
0.046;6e-05;3.136;24609.8;14
0.055;6e-05;3.136;35181.8;14
0.064;6e-05;3.136;47637.9;14
0.073;6e-05;3.136;61978.2;14
0.082;6e-05;3.136;78202.5;14
0.091;6e-05;3.136;96311;14
0.1;6e-05;3.136;116304;14
0.01;6.5e-05;3.136;1073.57;14
0.019;6.5e-05;3.136;3875.59;14
0.028;6.5e-05;3.136;8416.8;14
0.037;6.5e-05;3.136;14697.2;14
0.046;6.5e-05;3.136;22716.8;14
0.055;6.5e-05;3.136;32475.5;14
0.064;6.5e-05;3.136;43973.5;14
0.073;6.5e-05;3.136;57210.6;14
0.082;6.5e-05;3.136;72186.9;14
0.091;6.5e-05;3.136;88902.4;14
0.1;6.5e-05;3.136;107357;14
0.01;7e-05;3.136;996.888;14
0.019;7e-05;3.136;3598.76;14
0.028;7e-05;3.136;7815.6;14
0.037;7e-05;3.136;13647.4;14
0.046;7e-05;3.136;21094.1;14
0.055;7e-05;3.136;30155.9;14
0.064;7e-05;3.136;40832.5;14
0.073;7e-05;3.136;53124.1;14
0.082;7e-05;3.136;67030.7;14
0.091;7e-05;3.136;82552.3;14
0.1;7e-05;3.136;99688.8;14
0.01;7.5e-05;3.136;930.429;14
0.019;7.5e-05;3.136;3358.85;14
0.028;7.5e-05;3.136;7294.56;14
0.037;7.5e-05;3.136;12737.6;14
0.046;7.5e-05;3.136;19687.9;14
0.055;7.5e-05;3.136;28145.5;14
0.064;7.5e-05;3.136;38110.4;14
0.073;7.5e-05;3.136;49582.5;14
0.082;7.5e-05;3.136;62562;14
0.091;7.5e-05;3.136;77048.8;14
0.1;7.5e-05;3.136;93042.9;14
0.01;8e-05;3.136;872.277;14
0.019;8e-05;3.136;3148.92;14
0.028;8e-05;3.136;6838.65;14
0.037;8e-05;3.136;11941.5;14
0.046;8e-05;3.136;18457.4;14
0.055;8e-05;3.136;26386.4;14
0.064;8e-05;3.136;35728.5;14
0.073;8e-05;3.136;46483.6;14
0.082;8e-05;3.136;58651.9;14
0.091;8e-05;3.136;72233.2;14
0.1;8e-05;3.136;87227.7;14
0.01;8.5e-05;3.136;820.966;14
0.019;8.5e-05;3.136;2963.69;14
0.028;8.5e-05;3.136;6436.38;14
0.037;8.5e-05;3.136;11239;14
0.046;8.5e-05;3.136;17371.6;14
0.055;8.5e-05;3.136;24834.2;14
0.064;8.5e-05;3.136;33626.8;14
0.073;8.5e-05;3.136;43749.3;14
0.082;8.5e-05;3.136;55201.8;14
0.091;8.5e-05;3.136;67984.2;14
0.1;8.5e-05;3.136;82096.6;14
0.01;9e-05;3.136;775.357;14
0.019;9e-05;3.136;2799.04;14
0.028;9e-05;3.136;6078.8;14
0.037;9e-05;3.136;10614.6;14
0.046;9e-05;3.136;16406.6;14
0.055;9e-05;3.136;23454.6;14
0.064;9e-05;3.136;31758.6;14
0.073;9e-05;3.136;41318.8;14
0.082;9e-05;3.136;52135;14
0.091;9e-05;3.136;64207.3;14
0.1;9e-05;3.136;77535.7;14
0.01;9.5e-05;3.136;734.549;14
0.019;9.5e-05;3.136;2651.72;14
0.028;9.5e-05;3.136;5758.86;14
0.037;9.5e-05;3.136;10056;14
0.046;9.5e-05;3.136;15543.1;14
0.055;9.5e-05;3.136;22220.1;14
0.064;9.5e-05;3.136;30087.1;14
0.073;9.5e-05;3.136;39144.1;14
0.082;9.5e-05;3.136;49391.1;14
0.091;9.5e-05;3.136;60828;14
0.1;9.5e-05;3.136;73454.9;14
0.01;0.0001;3.136;697.821;14
0.019;0.0001;3.136;2519.14;14
0.028;0.0001;3.136;5470.92;14
0.037;0.0001;3.136;9553.17;14
0.046;0.0001;3.136;14765.9;14
0.055;0.0001;3.136;21109.1;14
0.064;0.0001;3.136;28582.8;14
0.073;0.0001;3.136;37186.9;14
0.082;0.0001;3.136;46921.5;14
0.091;0.0001;3.136;57786.6;14
0.1;0.0001;3.136;69782.1;14
0.01;5e-05;3.2;1363.87;14
0.019;5e-05;3.2;4923.56;14
0.028;5e-05;3.2;10692.7;14
0.037;5e-05;3.2;18671.3;14
0.046;5e-05;3.2;28859.4;14
0.055;5e-05;3.2;41257;14
0.064;5e-05;3.2;55864;14
0.073;5e-05;3.2;72680.5;14
0.082;5e-05;3.2;91706.4;14
0.091;5e-05;3.2;112942;14
0.1;5e-05;3.2;136387;14
0.01;5.5e-05;3.2;1239.88;14
0.019;5.5e-05;3.2;4475.96;14
0.028;5.5e-05;3.2;9720.65;14
0.037;5.5e-05;3.2;16973.9;14
0.046;5.5e-05;3.2;26235.8;14
0.055;5.5e-05;3.2;37506.4;14
0.064;5.5e-05;3.2;50785.5;14
0.073;5.5e-05;3.2;66073.2;14
0.082;5.5e-05;3.2;83369.5;14
0.091;5.5e-05;3.2;102674;14
0.1;5.5e-05;3.2;123988;14
0.01;6e-05;3.2;1136.56;14
0.019;6e-05;3.2;4102.97;14
0.028;6e-05;3.2;8910.6;14
0.037;6e-05;3.2;15559.5;14
0.046;6e-05;3.2;24049.5;14
0.055;6e-05;3.2;34380.8;14
0.064;6e-05;3.2;46553.3;14
0.073;6e-05;3.2;60567.1;14
0.082;6e-05;3.2;76422;14
0.091;6e-05;3.2;94118.2;14
0.1;6e-05;3.2;113656;14
0.01;6.5e-05;3.2;1049.13;14
0.019;6.5e-05;3.2;3787.35;14
0.028;6.5e-05;3.2;8225.17;14
0.037;6.5e-05;3.2;14362.6;14
0.046;6.5e-05;3.2;22199.6;14
0.055;6.5e-05;3.2;31736.1;14
0.064;6.5e-05;3.2;42972.3;14
0.073;6.5e-05;3.2;55908.1;14
0.082;6.5e-05;3.2;70543.4;14
0.091;6.5e-05;3.2;86878.4;14
0.1;6.5e-05;3.2;104913;14
0.01;7e-05;3.2;974.191;14
0.019;7e-05;3.2;3516.83;14
0.028;7e-05;3.2;7637.66;14
0.037;7e-05;3.2;13336.7;14
0.046;7e-05;3.2;20613.9;14
0.055;7e-05;3.2;29469.3;14
0.064;7e-05;3.2;39902.9;14
0.073;7e-05;3.2;51914.6;14
0.082;7e-05;3.2;65504.6;14
0.091;7e-05;3.2;80672.8;14
0.1;7e-05;3.2;97419.1;14
0.01;7.5e-05;3.2;909.245;14
0.019;7.5e-05;3.2;3282.37;14
0.028;7.5e-05;3.2;7128.48;14
0.037;7.5e-05;3.2;12447.6;14
0.046;7.5e-05;3.2;19239.6;14
0.055;7.5e-05;3.2;27504.7;14
0.064;7.5e-05;3.2;37242.7;14
0.073;7.5e-05;3.2;48453.7;14
0.082;7.5e-05;3.2;61137.6;14
